apartment_sale_PSF_PPU_mean,apartment_sale_PricePerLandSqFt_mean,apartment_sale_PSF_PPU_median,apartment_sale_PricePerLandSqFt_median,office_sale_PSF_PPU_mean,office_sale_PricePerLandSqFt_mean,office_sale_PSF_PPU_median,office_sale_PricePerLandSqFt_median,apartment_refinance_PSF_PPU_mean,apartment_refinance_PricePerLandSqFt_mean,apartment_refinance_PSF_PPU_median,apartment_refinance_PricePerLandSqFt_median,office_ref_PSF_PPU_mean,office_ref_PricePerLandSqFt_mean,office_ref_PSF_PPU_median,office_ref_PricePerLandSqFt_median,fips
276548.97,1258.66213,288382.35,1017.75305,481.5311667,1481.726767,477.5097,1515.917,279614.8333,1486.950811,226415.1,1005.182,494.8644,1557.570829,504.0323,1450.872,6075012402
407102.2714,1139.199571,394444.4,1207.085,,,,,356150.78,1116.64072,338888.9,1200.961,,,,,6075012700
500416.6667,1230.571333,583333.3,1298.607,,,,,349642.1857,836.2711429,333333.3,760.3737,,,,,6075012800
481227.8,1411.562786,423586.2,1588.928,,,,,345105.8143,798.3798857,316666.7,746.4152,,,,,6075012902
652234.6,1591.741117,713050.6,1884.567,1086.488,2155.179,1086.488,2155.179,519309.5333,1801.47275,522714.3,1709.966,,,,,6075013200
443086.3571,1250.501114,411764.7,1191.193,268.27005,958.0088,268.27005,958.0088,414027.1333,935.8475,346153.8,810.3728,435.1768,329.1052,435.1768,329.1052,6075013300
399630.7143,751.7569429,398000,739.1641,603.359725,554.803,627.92255,573.1336,365804.8833,795.3281,359596,687.972,220.3857,178.8264,220.3857,178.8264,6075015400
400000,1393.121,400000,1393.121,668.01415,915.30915,668.01415,915.30915,,,,,,,,,6075015500
514471.175,884.8801,477884.65,868.84305,246.4644,595.8292,246.4644,595.8292,455769.25,778.1152,455769.25,778.1152,,,,,6075015700
428224.35,1276.189663,451666.65,1139.1665,,,,,316810.54,927.39608,263157.9,800,,,,,6075015801
545833.3,1667.7004,545833.3,1667.7004,,,,,231150.8,670.57815,231150.8,670.57815,,,,,6075015900
422857.2,339.7612,422857.2,339.7612,,,,,192270.535,538.5064,192270.535,538.5064,,,,,6075016100
372905.32,1083.52266,367857.2,941.6416,,,,,436476.15,1152.92735,461666.65,1173.486,530.1173,459.1368,530.1173,459.1368,6075016500
443007.58,1145.78356,505000,1240.794,,,,,456692.2167,1386.5117,404885.05,1256.557,,,,,6075016900
156250,406.1738,156250,406.1738,,,,,472619.0667,906.6273667,383333.3,904.1433,,,,,6075017000
279412.005,1081.601283,307250,843.8667,505.1452667,2159.567825,484.33375,1476.4365,384464.6333,3472.35955,340553.25,2770.9435,432.4293294,1939.272141,439.5604,1684.636,6075017601
248439.2667,1511.680433,269230.8,1601.708,519.3548818,723.9739273,451.7619,626.7131,459164.02,1288.75594,581250,1341.667,377.072325,757.103525,368.4857,683.39565,6075017802
268125,1335.99055,268125,1335.99055,517.7061267,1140.747087,558.5089,1062.423,442034.1,2266.205,378852.5,2023.244,547.4420364,1456.144327,400,1182.277,6075018000
442708.325,1215.942625,399479.15,1209.0566,479.66785,1511.863025,466.64635,1365.0325,267386.5333,1345.672667,260833.3,1392.968,,,,,6075020100
342641.0111,459.3488444,333333.3,286.0154,,,,,471338.9714,1190.280729,454545.5,927.7155,,,,,6075020300
281250,560.3675,281250,560.3675,,,,,,,,,,,,,6075020401
404880.95,840.165,431785.7,787.87185,,,,,298305.8143,327.3132286,272727.3,310.1929,,,,,6075020402
479467.3182,1124.916682,465833.3,1200,,,,,393466.66,1195.42824,383333.3,1023.691,,,,,6075020600
371596.1417,1024.052175,352377.65,778.04865,383.3688,870.7767,383.3688,870.7767,332201.3,988.91596,304166.7,862.069,,,,,6075020900
259090.9,1140,259090.9,1140,526.77305,820.8355,526.77305,820.8355,344444.45,626.22265,344444.45,626.22265,,,,,6075022704
195000,730.1662,195000,730.1662,589.848825,905.203175,477.84805,735.99115,237500,889.3049,237500,889.3049,445.1567,600.9615,445.1567,600.9615,6075022801
201724.2,112.0345,201724.2,112.0345,,,,,,,,,,,,,6075023103
470588.3,255.6984,470588.3,255.6984,,,,,613235.3,333.207,613235.3,333.207,,,,,6075023300
106250,243.4368,106250,243.4368,,,,,,,,,,,,,6075023400
550000,550,550000,550,,,,,,,,,,,,,6075025200
372727.25,891.61465,372727.25,891.61465,,,,,370833.35,719.01765,370833.35,719.01765,466.4179,572.5707,466.4179,572.5707,6075025300
592857.1,1022.419,592857.1,1022.419,,,,,409836.1,1002.325,409836.1,1002.325,,,,,6075026100
196785.7,306.1451,196785.7,306.1451,,,,,251225.5,320.5121,251225.5,320.5121,,,,,6075026303
336897.6,464.1116,398989.9,584.5022,,,,,375000,436.055,375000,436.055,,,,,6075030102
329545.5,805.7567,329545.5,805.7567,,,,,,,,,,,,,6075030302
401145.85,1039.3325,401145.85,1039.3325,,,,,216000,771.4286,216000,771.4286,,,,,6075030800
264285.7,443.1138,264285.7,443.1138,,,,,533333.3,1041.86,533333.3,1041.86,,,,,6075032700
281866.7,1174.444,281866.7,1174.444,531.25,309.0909,531.25,309.0909,345238.05,740.13605,345238.05,740.13605,,,,,6075033000
406706,259.254,406706,259.254,,,,,,,,,,,,,6075033204
342880.95,823.66735,342880.95,823.66735,,,,,404761.9,972.3175,404761.9,972.3175,,,,,6075035400
428140.025,1004.844325,441651.55,924.3469,331.66065,604.4964,331.66065,604.4964,300889.35,809.8017,300889.35,809.8017,,,,,6075040100
266906.2571,977.8574571,264285.7,965.2174,,,,,382142.9,1073.63365,382142.9,1073.63365,487.3626,1244.893,487.3626,1244.893,6075040200
278125,766.54605,278125,766.54605,,,,,410227.3,1228.571133,412500,1333.63,,,,,6075047901
358129.35,712.79835,358129.35,712.79835,244.39,119.3707,244.39,119.3707,,,,,,,,,6075061000
445454.5,473.2014,445454.5,473.2014,301.8673,158.52215,296.8784,135.4076,,,,,465.5184833,341.2098667,567.5848,273.3091,6081600100
353125,607.5269,353125,607.5269,,,,,,,,,,,,,6081600500
222222.2,706.3643,222222.2,706.3643,,,,,255828.4,687.14255,255828.4,687.14255,,,,,6081601300
314966.675,269.7959,325000,203.2962,372.008275,196.77095,384.96735,217.93105,220619.1333,231.4017,244871.7,222.1437,,,,,6081601502
247388.8667,336.1384333,275000,277.1712,,,,,291666.65,324.51,291666.65,324.51,,,,,6081601902
202777.775,386.71125,202777.775,386.71125,261.0526,757.9462,261.0526,757.9462,376482.2,658.15265,376482.2,658.15265,,,,,6081602200
285272.7,285.6623,285272.7,285.6623,330.033,130.0019,330.033,130.0019,286529.75,338.348125,271241.3,315.1062,,,,,6081602400
319602.3,221.11685,319602.3,221.11685,,,,,299238.2,542.6670333,313131.3,245.1538,,,,,6081602700
390000,357.0152,395000,286.6076,,,,,,,,,,,,,6081603200
361272.75,453.14435,361272.75,453.14435,,,,,,,,,,,,,6081604101
390157.2,531.0362,390157.2,531.0362,387.0100571,363.8118286,393.0738,247.817,,,,,204.4209,86.0882,204.4209,86.0882,6081604102
361111.1,324.4043,361111.1,324.4043,477.7168,483.2459,406.0914,303.6234,406349.25,811.99425,406349.25,811.99425,208.0444,211.0047,208.0444,211.0047,6081604400
346296.3,343.9903,346296.3,343.9903,,,,,425925.9,423.0897,425925.9,423.0897,,,,,6081604700
384149.5667,483.8487333,421833.3,501.9841,,,,,313725.5,254.6784,313725.5,254.6784,,,,,6081604800
612500,528.777,612500,528.777,300.2327714,143.7730286,273.7823,131.8578,,,,,222.2222,110.3694,222.2222,110.3694,6081605100
266666.7,397.5211,266666.7,397.5211,,,,,241250,359.6323,241250,359.6323,,,,,6081605200
368750,432.2344,368750,432.2344,,,,,,,,,,,,,6081605300
498333.35,556.2903,498333.35,556.2903,342.2946833,157.7922333,331.3831,152.2573,,,,,94.405,74.44745,94.405,74.44745,6081605400
387181.8286,611.6419714,366683.3,579.5857,577.0952333,665.8674667,610,519.6239,339577.2778,520.8489222,336842.1,452.9079,241.8233,860.2151,241.8233,860.2151,6081605500
397533.47,512.0054,425000,406.3981,566.5128,284.2105,566.5128,284.2105,288888.9,276.3285,288888.9,276.3285,484.2105,282.2086,484.2105,282.2086,6081605900
334666.325,415.833375,337500,412.14845,,,,,306451.6,316.077,306451.6,316.077,,,,,6081606000
328105.6,355.6844,346704.5,379.2869,,,,,384862.4,796.47005,384862.4,796.47005,,,,,6081606200
327068.775,294.6104,372727.3,295.12685,459.416,1526.63,459.416,1526.63,256807.9333,188.7060667,262500,162.5007,573.531425,1443.89315,580.7809,1198.70735,6081606400
241948.0333,309.3045667,256363.6,317.7966,,,,,,,,,,,,,6081606500
484615.4,447.571,484615.4,447.571,,,,,,,,,,,,,6081607000
344444.4,235.6497,344444.4,235.6497,1145.707,308.755,1145.707,308.755,244740.7,167.438,244740.7,167.438,,,,,6081607200
318939.4,303.3099667,350000,320.552,403.08285,417.23605,359.105,409.42525,543888.9,596.572,430000,694.0299,421.33144,394.47522,447.2727,329.1032,6081607400
516160.26,500.08124,547142.9,532.877,272.2728,372.112,272.2728,372.112,426004.1143,579.3498857,420420.4,565.4042,519.1094,1165.489,519.1094,1165.489,6081607500
383333.3,350.1614,383333.3,350.1614,617.9067,623.7846,596.3331,629.0155,250000,167.0864,250000,167.0864,,,,,6081607600
339027.8,151.0367,339027.8,151.0367,425.2157714,278.8145,426.8986,253.56815,338574.8667,222.9967,340000,225.953,422.729,205.9749,422.729,205.9749,6081607900
296577.6,156.7956,296577.6,156.7956,327.08685,279.22987,355.3736,152.2252,420000,314.3581333,350000,238.5225,501.1384667,215.3643,331.5702,171.3932,6081608004
276627.7,744.06455,276627.7,744.06455,315.0771,111.3763,297.1244,98.5553,395220,130.5468,395220,130.5468,285.8362,97.6026,285.8362,97.6026,6081608400
167754.4,198.6546,167754.4,198.6546,,,,,185185.2,231.4815,185185.2,231.4815,,,,,6081608501
353333.3333,238.5710667,365000,246.4484,,,,,,,,,,,,,6081608502
335641.0333,291.3794833,359423.1,309.82105,454.4543,206.9745333,410.3102,201.5789,378024.5,367.52765,378024.5,367.52765,,,,,6081608600
400736.625,350.47235,356716.85,329.1897,476.454,96.1706,476.454,96.1706,297546.9333,222.8352667,304545.5,229.2165,302.9202,131.9359,302.9202,131.9359,6081608700
412743.1812,348.757775,420416.65,368.82955,253.5714,77.2481,253.5714,77.2481,290946.4,262.4102667,288461.4,268.54225,,,,,6081608900
336993.4667,294.6663833,311911.75,266.7341,,,,,,,,,,,,,6081609000
312142.85,492.30135,312142.85,492.30135,412.7252,138.424,412.7252,138.424,625000,430.1075,625000,430.1075,,,,,6081609201
452176.4083,481.5569417,444318.2,457.8557,821.26,399.3699,821.26,399.3699,464872.9,460.169275,416485.5,474.1015,,,,,6081609202
415000,790.4762,415000,790.4762,413.125,464.1039,413.125,464.1039,,,,,,,,,6081609300
419166.6667,381.8867,480000,423.8186,,,,,,,,,,,,,6081609500
210526.3,100.03,210526.3,100.03,,,,,300000,111.3173,300000,111.3173,,,,,6081609601
386471.33,538.48583,412637.4,538.46155,797.9177,241.5641667,810.4197,223.5244,296428.6,400.1968,296428.6,400.1968,,,,,6081610000
311322.1167,360.7290833,298314.4,355.15465,404.88075,246.95985,404.88075,246.95985,200383.4333,243.2189333,141927,250.6069,872.7547,655.26605,872.7547,655.26605,6081610201
419162.825,1084.5483,341666.65,615.74075,571.2636375,339.876825,465.6838,313.06955,567624.675,1535.8231,598228.85,1539.83895,551.2267286,735.6584071,479.66105,344.3589,6081610202
295001.8333,121.9016333,294444.4,121.6713,610.9482,247.1088,610.9482,247.1088,306547.6,450.1140667,312500,471.6981,483.7799,418.6631,483.7799,418.6631,6081610203
328954.5333,438.1412667,311363.6,478.3163,,,,,320000,320,320000,320,,,,,6081610400
193036.8333,191.1065333,174943.8,195.7413,,,,,,,,,,,,,6081610500
291271.7167,567.1222667,287973.5,565.87055,,,,,384027.7667,668.1873667,350000,664.5455,458.3333,135.28135,458.3333,135.28135,6081610601
437021.8667,569.63655,411764.7,577.94495,,,,,430357.1333,580.5854333,397500,457.3192,,,,,6081610700
345344.85,452.6796625,334722.2,418.018,759.56,256.0593,759.56,256.0593,400124.6833,348.45865,378571.4,306.5909,,,,,6081610900
369066.25,244.9989,378514.5,254.42715,,,,,289066.4,333.085425,316729.3,299.2975,,,,,6081611000
454347.8,275.746,454347.8,275.746,,,,,,,,,,,,,6081611100
416448.3167,343.3400667,393382.35,338.7791,740.26635,290.988,740.26635,290.988,401860.1333,368.3586667,423076.7,364.3518,183.6306,92.7914,183.6306,92.7914,6081611300
227030.0489,236.4018255,219650,223.7901,1084.24695,1207.0745,1084.24695,1207.0745,173686.9,164.4734,170731.7,166.5263,,,,,6081612100
571242.7667,524.2877667,650000,509.8039,949.3968,341.71414,1202.509,417.8586,352805.56,256.4054,330000,229.7257,844.001675,397.103375,907.83685,399.84255,6081612500
479927.2,379.5459,545500,342.7859,602.7969333,851.8561667,547.1125,1081.736,445892.85,493.96755,445892.85,493.96755,566.8375333,724.57195,510.0952,749.2912,6081612600
529707.8,596.7110667,492857.2,676.4706,491.8033,188.6792,491.8033,188.6792,,,,,,,,,6081612900
296840.2,287.35675,255000,208.6999,156.9635,82.3452,156.9635,82.3452,371104.2333,357.6687333,316400,224.189,,,,,6085500100
299358.96,335.45022,280833.3,305.383,143.2641333,83.7229,143.9618,86.5199,215117.55,171.8088,215117.55,171.8088,,,,,6085500200
253079.7,254.223925,245833.3,239.5492,314.28865,112.84905,314.28865,112.84905,,,,,,,,,6085500400
206708.6333,157.4254333,192307.7,137.1742,312.03045,163.91595,312.03045,163.91595,196594.4,321.7374,196594.4,321.7374,,,,,6085500500
237689.4,296.4086,237689.4,296.4086,244.25895,138.2482,244.25895,138.2482,,,,,156.0569,71.9199,156.0569,71.9199,6085500600
189666.65,793.6711,189666.65,793.6711,325.78945,1574.84852,357.51625,1012.21525,395199.4333,1731.350133,426709.4,1628.112,231.0139,564.0197333,224.7107,583.4794,6085500800
115384.6,173.0902,115384.6,173.0902,357.86238,929.33758,254.2207,678.4692,216540.4,556.06922,200000,317.1836,,,,,6085500901
287013.8833,403.4885167,291666.65,386.63015,361.5301636,879.1074091,309.201,574.0741,352951.5667,1152.199267,378151.3,1153.088,207.628,507.36635,207.628,507.36635,6085501000
371514.8667,390.9072333,316486.3,340.2647,174.4427,115.9591,174.4427,115.9591,222857.1,838.0564,222857.1,838.0564,,,,,6085501101
277777.8,396.6995,277777.8,396.6995,181.2908,126.0873,181.2908,126.0873,,,,,,,,,6085501200
238483.3667,320.4899667,222916.7,281.2541,256.0538,198.8185,256.0538,198.8185,248875.55,279.40675,248875.55,279.40675,,,,,6085501300
186567.2,122.9831,186567.2,122.9831,,,,,123000,113.8594,123000,113.8594,,,,,6085501401
269753.3776,369.823628,260000,385.6749,1350.135,689.4967,1350.135,689.4967,207070.5122,262.6858333,200000,270.794,,,,,6085501600
626760.6,3004.646,626760.6,3004.646,361.1123,826.0985,361.1123,826.0985,329059.8,883.8384,329059.8,883.8384,,,,,6085501700
231567.6267,225.5411,235742.7,182.2371,258.88186,107.29016,271.0282,105.8741,306171.5,263.135175,312482.3,219.86395,519.2755,212.5633,519.2755,212.5633,6085501900
353465.8667,464.1873333,291666.7,351.0884,209.9076,57.4012,209.9076,57.4012,338290.26,353.48394,300000,279.7165,,,,,6085502002
284611.1167,166.4733,278458.35,161.3594,507.3644,280.10555,507.3644,280.10555,255156.25,146.09495,265625,152.1362,397.7253333,212.5663667,398.5507,152.7383,6085502101
304241.1857,219.2754,288519.6,186.9035,427.926325,162.551475,291.4631,150.93875,229194.35,213.24195,229194.35,213.24195,204.9636667,103.8912333,217.0139,98.2617,6085502102
289858,206.1114333,290000,198.7225,216.8062,91.4827,216.8062,91.4827,266519.0714,231.1481429,258961,207.1715,,,,,6085502201
272738.1,145.6901,272738.1,145.6901,222.3103,96.61,222.3103,96.61,207500,396.9786,207500,396.9786,246.5223,107.1319,246.5223,107.1319,6085502202
404363.6,264.0076,404363.6,264.0076,168.558,104.8048,168.558,104.8048,,,,,189.9245,118.0899,189.9245,118.0899,6085502301
326785.7,311.0552,326785.7,311.0552,,,,,317596.9,374.642125,318375,381.03855,,,,,6085502500
467100.7,384.8105333,395952.4,269.4863,375.90912,298.14764,391.9325,279.8725,533542.2333,457.3983333,550595.3,530.877,327.094725,283.40505,331.05195,249.02155,6085502604
271666.7,339.5833,271666.7,339.5833,,,,,262921.35,260.77185,262921.35,260.77185,,,,,6085502701
248648.65,183.673,248648.65,183.673,,,,,307942.25,202.37,307942.25,202.37,,,,,6085503108
188970.6,269.2646,188970.6,269.2646,,,,,202027.86,297.80716,191262.1,219.0276,,,,,6085503112
172731.4833,219.63925,152708.35,206.36425,,,,,181787.0333,247.4575333,177777.8,247.8699,,,,,6085503113
320175.4,201.9096,320175.4,201.9096,,,,,421052.6,265.5249,421052.6,265.5249,,,,,6085503116
272727.3,127.5223,272727.3,127.5223,,,,,188104.8,96.8813,188104.8,96.8813,,,,,6085503118
309955.35,170.07195,309955.35,170.07195,,,,,,,,,,,,,6085503121
352468.4,239.4812,352468.4,239.4812,,,,,234848.5,159.5655,234848.5,159.5655,,,,,6085503315
216137.1,338.4127,216137.1,338.4127,,,,,,,,,,,,,6085503510
179487.2,425.7908,179487.2,425.7908,,,,,,,,,,,,,6085503602
358766.2333,166.1805333,314545.5,154.4643,122.6378,49.6354,122.6378,49.6354,356140.3,379.55345,356140.3,379.55345,,,,,6085503709
414851.5,307.3132,414851.5,307.3132,507.5,233.0119,507.5,233.0119,145833.35,380.5589,145833.35,380.5589,,,,,6085503710
249135.2667,257.7548333,246739.1,172.1829,290.3226,90,290.3226,90,289982.9667,453.2357667,295652.2,547.7422,,,,,6085503712
207321.425,200.8431,207142.85,201.1886,,,,,257894.7,133.1233,257894.7,133.1233,,,,,6085503902
228784.7,151.8701,228784.7,151.8701,,,,,,,,,,,,,6085504002
278273.85,126.26265,278273.85,126.26265,,,,,154666.7,83.7424,154666.7,83.7424,,,,,6085504319
360000,242.0338,360000,242.0338,,,,,,,,,,,,,6085504410
345312.5,122.1264,345312.5,122.1264,,,,,315750,95.0212,315750,95.0212,,,,,6085504412
333695.7,165.9167,333695.7,165.9167,,,,,364963.5,168.8003,364963.5,168.8003,,,,,6085504418
327152.2967,531.9970667,409084.7,659.7338,,,,,498422.7,947.0492,498422.7,947.0492,168.4129,57.5463,168.4129,57.5463,6085504505
309090.9,78.0533,309090.9,78.0533,,,,,,,,,,,,,6085504806
119801.6,67.9644,119801.6,67.9644,307.5643304,206.2380391,281.8464,130.2795,472222.2,267.8955,472222.2,267.8955,334.7708,186.8106182,309.648,122.6942,6085505001
292044.15,163.15315,292044.15,163.15315,473.2867,111.88435,473.2867,111.88435,,,,,187.363,92.733,187.363,92.733,6085505007
503236.3,683.36205,503236.3,683.36205,365.8575545,278.4909545,365,196.5812,343226.1,313.6981,343226.1,313.6981,321.4189,114.8775,321.4189,114.8775,6085505009
230000,211.2029,230000,211.2029,274.4768333,207.0396833,236.47205,151.3765,364255.3,1039.22895,364255.3,1039.22895,258.9480333,97.1597,249.2579,97.5666,6085505100
291979.175,226.531,298125,212.60425,333.4200688,159.8071188,316.7038,118.92355,264570.3286,192.7023714,256250,190.7923,293.6147625,136.4537438,302.10905,112.93235,6085505202
576612.9,615.5303,576612.9,615.5303,,,,,,,,,,,,,6085505302
223529.4,194.5127,223529.4,194.5127,,,,,342831.65,257.47405,334072.4,260.90055,,,,,6085505303
358333.35,253.94205,358333.35,253.94205,,,,,335910.45,227.71995,335910.45,227.71995,,,,,6085505305
367105.3,372.3813,367105.3,372.3813,,,,,,,,,,,,,6085505402
270613.35,225.47575,273044.9,220.3396,,,,,281731.8,157.08235,281731.8,157.08235,,,,,6085505403
363636.4,185.9254,363636.4,185.9254,,,,,,,,,,,,,6085505500
377500,331.1404,377500,331.1404,,,,,331395.3,248.7719,331395.3,248.7719,,,,,6085505600
271354.16,249.47784,299700,273.1864,261.324,286.9605,261.324,286.9605,258712.32,212.40644,250000,168.3502,,,,,6085505700
297688.1125,252.6973875,276730.75,279.3764,190.166,149.0035,190.166,149.0035,272103.12,227.52418,285714.3,172.1763,209.9994,137.3692,209.9994,137.3692,6085505900
400000,250.8711,400000,250.8711,,,,,,,,,,,,,6085506000
282048.1,199.7785,282048.1,199.7785,257.3069,104.7933,257.3069,104.7933,229204.2,1026.8098,229204.2,1026.8098,,,,,6085506202
276880.05,225.1828,276880.05,225.1828,322.0325,184.1442,322.0325,184.1442,260105.55,195.78695,260105.55,195.78695,,,,,6085506203
340001.74,336.97416,358000,312.3909,,,,,275555.6,332.9472,275555.6,332.9472,132.1353,77.0369,132.1353,77.0369,6085506301
311678.35,210.7513,311678.35,210.7513,225.35885,74.85565,225.35885,74.85565,,,,,167.1752,79.8557,167.1752,79.8557,6085506302
288197.1,342.184225,287934.35,215.3461,295.3313333,113.5013,308.9666,95.20965,196428.55,138.55345,196428.55,138.55345,273.91525,111.024,273.91525,111.024,6085506304
292048.4333,204.1362667,314062.5,212.9237,423.8689,167.6487,423.8689,167.6487,215290.175,124.25625,207142.85,123.90075,241.9076,211.4463,241.9076,211.4463,6085506305
272750,335.83176,221875,285.0877,502.23,375.0967,506.7568,340.0837,159916.175,172.00465,149108.65,168.16455,292.9471,217.93725,292.9471,217.93725,6085506401
245442.025,205.95235,223219.9,213.7782,328.2478,79.4518,328.2478,79.4518,,,,,243.0556,77.5709,243.0556,77.5709,6085506402
203644.8667,216.7604333,220170.75,205.043,242.0713,111.0296,242.0713,111.0296,213414.6,200.8724,213414.6,200.8724,420.9935,193.0949,420.9935,193.0949,6085506501
333927.6429,252.7709429,368421.1,252.4121,,,,,300246.02,152.92698,266666.7,121.2395,,,,,6085506503
300000,265.8662,300000,265.8662,326.3331667,167.1180667,297.3536,185.2059,,,,,,,,,6085506601
475000,199.9158,475000,199.9158,,,,,,,,,,,,,6085506603
313406.85,182.12615,313406.85,182.12615,,,,,333333.3,266.6667,333333.3,266.6667,,,,,6085506604
560000,243.4783,560000,243.4783,,,,,166666.7,150.5416,166666.7,150.5416,,,,,6085506606
479347.85,230.09015,479347.85,230.09015,619.7107667,139.4716,476.6747,169.8015,347038.24,179.9318,348611.1,194.6687,364.729725,132.630775,367.46455,109.21215,6085506801
531250,352.3462,531250,352.3462,381.2901667,169.7332667,429.0793,200.7648,333393.625,235.8177,318096.75,231.42105,608.3427,140.4457,572.999,148.71415,6085507100
625000,227.8735,625000,227.8735,,,,,,,,,,,,,6085507703
413359.4,237.2361,413359.4,237.2361,,,,,,,,,,,,,6085507808
426465,271.95245,426465,271.95245,,,,,181788.62,132.1795,181788.62,132.1795,251.8451,150.2556,251.8451,150.2556,6085507905
381072.5,335.76205,381072.5,335.76205,484.0916,286.9614,484.0916,286.9614,300000,257.5646,300000,257.5646,,,,,6085508004
449036.55,179.53805,449036.55,179.53805,543.6331,183.7845,531.0773,216.48935,,,,,313.0054,89.6868,313.0054,89.6868,6085508101
333422.6333,234.8596,312500,228.6585,,,,,,,,,,,,,6085508202
161428.6,177.6797,161428.6,177.6797,,,,,147839.4,87.3979,147839.4,87.3979,,,,,6085508203
500000,281.1042,500000,281.1042,,,,,,,,,,,,,6085508204
329837.5,258.5053,355000,250.08395,,,,,321210.2667,191.7000333,282500,192.1769,,,,,6085508304
341235.4,232.1677,341235.4,232.1677,511.63875,134.98015,511.63875,134.98015,485034,330.0046,485034,330.0046,,,,,6085508401
366875.5,237.46395,401251,232.36805,,,,,224285.18,171.14476,254838.7,174.578,,,,,6085508503
155507.2,134.1084,155507.2,134.1084,,,,,327277.2,235.5234625,337438.6,242.75805,,,,,6085508504
381862.8,298.0563,381862.8,298.0563,,,,,309191.2,183.2698333,268750,130.2529,,,,,6085508505
403232.15,303.72575,403232.15,303.72575,,,,,368518.5,162.0007,368518.5,162.0007,,,,,6085508507
169523.8,253.8086,169523.8,253.8086,323.7613,105.6015,323.7613,105.6015,,,,,,,,,6085508601
618810.8,906.83975,618810.8,906.83975,456.45564,527.42738,356.4223,108.8471,571632.3,894.0173,571632.3,894.0173,,,,,6085508602
374915.1,257.271425,328250,244.84695,349.3602735,142.8127176,284.1087,113.95585,322529.725,184.014425,286363.8,197.5658,359.08461,226.94633,290.43585,95.75015,6085508704
352380.9,201.0105,352380.9,201.0105,,,,,394166.7,209.2217,394166.7,209.2217,,,,,6085508800
214655.15,137.4099,214655.15,137.4099,,,,,243333.3333,157.7681333,235000,144.7044,,,,,6085508900
306199.1667,521.06555,321538.7,246.89205,493.8852,172.868,493.8852,172.868,281300.8,205.0490667,250000,189.7263,,,,,6085509000
505223.4333,497.0916667,440843.8,326.6417,561.5946,266.9603,492.1812,252.4577,300176.88,140.56672,311111.1,139.7373,,,,,6085509105
270173.85,206.3349,241543.35,199.42585,,,,,517628.2,229.4264,517628.2,229.4264,,,,,6085509106
386748.5923,244.5806846,403196.7,260.0785,,,,,339683.3571,219.4993,285714.3,210.4377,,,,,6085509107
400885.75,278.62605,402684.15,264.4015,535.1081714,250.9574095,568.158,222.5303,215625,209.894675,237500,198.36075,428.72108,196.98556,270.2703,98.8576,6085509108
316694.075,166.64075,213882.4,130.75075,725.6095125,463.329625,536.9743,200.22975,,,,,,,,,6085509201
458321.4,225.2985,458321.4,225.2985,622.4619,224.5497,622.4619,224.5497,210190.89,123.18215,250000,137.57605,,,,,6085509202
550000,203.7037,550000,203.7037,306.6667,195.5583,306.6667,195.5583,,,,,729.3355,306.0912,729.3355,306.0912,6085509302
513826.9556,205.8175222,494333.3,193.2338,,,,,372117.5571,179.0233857,380263.2,158.3239,,,,,6085509303
476315.8,321.5014,476315.8,321.5014,308.1999375,99.6126125,304.9358,105.24295,264302.1,115.8129,264302.1,115.8129,447.05684,192.92984,422.4709,194.2647,6085509304
414684.3857,455.3486143,416666.7,390.1786,669.0774,272.53635,669.0774,272.53635,504515.55,649.006975,470142.2,594.32615,,,,,6085509401
380844.8222,275.1466,346153.8,256.952,,,,,263940.925,218.919225,281730.75,198.65085,,,,,6085509403
336071.4,284.53445,336071.4,284.53445,420.479,142.2698,420.479,142.2698,497727.3,555.21955,497727.3,555.21955,,,,,6085509404
372404.0833,290.4930667,362625,290.42615,,,,,297426.16,242.72212,261111.1,251.2563,,,,,6085509500
335773.8,203.8506,327500,232.86395,,,,,413149.35,139.4712,413149.35,139.4712,,,,,6085509700
412388.9,370.3654333,387500,315,612.9848,218.1528,612.9848,218.1528,404588.8,543.1854,352941.2,306.0912,308.8667,94.807,308.8667,94.807,6085509801
685468.55,779.76405,685468.55,779.76405,566.23505,318.552075,603.83385,331.2115,299401.2,446.632,299401.2,446.632,,,,,6085510400
465081.6,323.0012167,507745.1,305.1784,975,426.3413,975,426.3413,284289.475,222.033375,291276.3,228.5288,,,,,6085510700
429761.9,207.1855,429761.9,207.1855,688.9242,209.6774,688.9242,209.6774,451190.5,217.5161,451190.5,217.5161,,,,,6085510900
530000,272.8078,530000,272.8078,,,,,493881.5333,1228.0047,503333.3,260.5192,,,,,6085511000
242990.7,301.2282,242990.7,301.2282,706.0289,402.7882,706.0289,402.7882,,,,,,,,,6085511100
704166.7,375.5556,704166.7,375.5556,,,,,,,,,,,,,6085511200
346977.8,723.6935,346977.8,723.6935,1246.547373,2113.892355,1120.839,2046.059,539879.48,1272.55506,492500,619.469,774.9868588,1543.699376,739.4435,1181.602,6085511302
533333.3,457.9934,533333.3,457.9934,837.26652,1005.969053,797.1429,838.2743,388605.3,449.0115,388605.3,449.0115,637.2,998.7299333,539.76825,953.0371,6085511500
370370.4,647.22465,370370.4,647.22465,,,,,,,,,,,,,6085512019
355652.3,154.7549,355652.3,154.7549,,,,,379868.15,678.70495,379868.15,678.70495,,,,,6085512020
