net_metering,feedin_tariff,cooperate_tax,property_tax,sales_tax,rebate,avg_electricity_retail_rate,incentive_count_residential,incentive_count_nonresidential,incentive_residential_state_level,incentive_nonresidential_state_level,average_household_size,housing_unit_median_gross_rent,housing_unit_median_value,average_household_income,gini_index,population_density,poverty_family_below_poverty_level_rate,employ_rate,race_asian_rate,race_black_africa_rate,race_white_rate,race_indian_alaska_rate,race_islander_rate,race_two_more_rate,diversity,heating_fuel_coal_coke_rate,heating_fuel_electricity_rate,heating_fuel_solar_rate,heating_fuel_fuel_oil_kerosene_rate,heating_fuel_gas_rate,heating_fuel_none_rate,electricity_price_residential,voting_2016_dem_percentage,voting_2016_gop_percentage,education_less_than_high_school_rate,education_high_school_graduate_rate,education_college_rate,education_bachelor_rate,education_master_rate,education_professional_school_rate,education_doctoral_rate,age_18_24_rate,age_25_34_rate,age_more_than_85_rate,age_75_84_rate,age_35_44_rate,age_45_54_rate,age_65_74_rate,age_55_64_rate,age_10_14_rate,age_15_17_rate,age_5_9_rate,household_type_family_rate,dropout_16_19_inschool_rate,occupation_construction_rate,occupation_public_rate,occupation_information_rate,occupation_finance_rate,occupation_education_rate,occupation_administrative_rate,occupation_manufacturing_rate,occupation_wholesale_rate,occupation_retail_rate,occupation_transportation_rate,occupation_arts_rate,occupation_agriculture_rate,occupancy_vacant_rate,occupancy_owner_rate,mortgage_with_rate,transportation_home_rate,transportation_car_alone_rate,transportation_walk_rate,transportation_carpool_rate,transportation_motorcycle_rate,transportation_bicycle_rate,transportation_public_rate,travel_time_less_than_10_rate,travel_time_10_19_rate,travel_time_20_29_rate,travel_time_30_39_rate,travel_time_40_59_rate,travel_time_60_89_rate,health_insurance_public_rate,health_insurance_none_rate,age_median,travel_time_average,number_of_years_of_education,fips
21,9,0,38,0,10,14.72,75,85,15,16,2.71,1797,1006700,165388.2387,0.4708,5906.13,0.009795918,0.959256612,0.121387283,0.010276172,0.825733248,0,0.006636694,0.026760865,0.302479196,0.015213575,0.104154476,0.00702165,0,0.860737273,0.012873025,16.99,0.763759178,0.186891085,0.057228018,0.148733234,0.2414307,0.291207154,0.151415797,0.06438152,0.045603577,0.073431813,0.103189895,0.026332691,0.033825733,0.138086063,0.178976665,0.102547634,0.135302933,0.045386427,0.026546778,0.056090773,0.716793446,1,0.02757079,0.033159463,0.071535022,0.091654247,0.204545455,0.150894188,0.112146051,0.016393443,0.054023845,0.026825633,0.102086438,0,0.020630372,0.77765043,0.77229182,0.057380143,0.804454511,0.023027558,0.070215176,0,0.014345036,0.022650057,0.134561474,0.207849419,0.2639167,0.219863837,0.114937926,0.054064878,0.170418006,0.034512326,42.7,24,15.3171386,6081609800
21,9,0,38,0,10,14.72,75,85,15,16,2.85,2486,1041800,186743.4296,0.3653,6277.368,0.024009604,0.957565606,0.046594982,0.000651678,0.843271424,0,0,0.083740632,0.279046681,0,0.085740913,0,0,0.914259087,0,16.99,0.763759178,0.186891085,0.033780657,0.112910689,0.237852846,0.331790838,0.187875983,0.065247571,0.030541416,0.060280222,0.086999022,0.015966113,0.04724666,0.129032258,0.187683284,0.103942652,0.133268166,0.085369827,0.039426523,0.072987944,0.776328052,1,0.027988338,0.042565598,0.026822157,0.083965015,0.204081633,0.222157434,0.110204082,0,0.07638484,0.018658892,0.15335277,0,0.043672014,0.85828877,0.782969886,0.062764031,0.816535908,0.007845504,0.050090525,0,0.007242004,0.038020519,0.162910496,0.287186091,0.255634256,0.103670316,0.141017386,0.0386349,0.205278592,0.064841968,43.8,23,15.65710319,6081609900
21,9,0,38,0,10,14.72,75,85,15,16,2.24,1511,1058200,121167.7356,0.4564,8609.903,0.00867052,0.943441227,0.097842667,0.016125518,0.791239922,0,0,0.033558509,0.359230466,0.011346818,0.234829798,0,0,0.72126295,0.025653675,16.99,0.763759178,0.186891085,0.075569657,0.132967984,0.201615229,0.372656475,0.139025094,0.034612057,0.043553504,0.057528873,0.165613423,0.022009152,0.032904772,0.169535847,0.209631728,0.063630421,0.092176945,0.056875136,0.038788407,0.054260187,0.512086828,1,0.027807873,0.020223908,0.059588299,0.061032864,0.270494763,0.165402672,0.075839653,0.007945107,0.145178765,0.006139401,0.088118454,0.004333694,0.044318718,0.428571429,0.760176018,0.07715024,0.722775932,0.029162052,0.054263566,0,0.034330011,0.080103359,0.1036,0.284,0.2756,0.196,0.0864,0.0372,0.180525164,0.077680525,41,23,15.12921834,6081610000
21,9,0,38,0,10,14.72,75,85,15,16,3.45,1368,605400,65278.57547,0.4777,11028.09,0.210526316,0.94608985,0.068267189,0.060264576,0.590396864,0.004899559,0,0.012575535,0.573474168,0.004522329,0.348784624,0,0,0.611644997,0.03504805,16.99,0.763759178,0.186891085,0.347464449,0.262677757,0.218674537,0.11242286,0.028172793,0.019318487,0.011269117,0.083129185,0.189939572,0.006369427,0.020741467,0.143230443,0.098481137,0.05863139,0.091295117,0.094071534,0.042626164,0.097991181,0.633691351,1,0.097080549,0.017587056,0.006683081,0.046429828,0.115019346,0.183608864,0.10376363,0.042208934,0.117129792,0.014421386,0.169187478,0.011255716,0.058040469,0.236421725,0.725225225,0.001069138,0.701354241,0.090520314,0.109408411,0.001425517,0.021026372,0.070919458,0.190866928,0.277559757,0.181591152,0.233321441,0.075276489,0.025330004,0.425089957,0.193326791,30.5,22,11.94150792,6081610201
21,9,0,38,0,10,14.72,75,85,15,16,2.09,1361,341700,68549.15254,0.4845,3364.955,0.202020202,0.922976501,0.105096978,0.088407758,0.50338295,0.00496166,0.00541272,0.052774019,0.667322606,0,0.470338983,0,0.005649718,0.488700565,0.035310734,16.99,0.763759178,0.186891085,0.220121951,0.232317073,0.268902439,0.170121951,0.06097561,0.030487805,0.017073171,0.119530898,0.282363554,0.00360848,0.057735679,0.110509698,0.109156518,0.059990979,0.116373478,0.01984664,0.00947226,0.036986919,0.419491525,0.589285714,0.046676096,0.025459689,0.046676096,0.063649222,0.142857143,0.224893918,0.09476662,0.007072136,0.155586987,0.005657709,0.155586987,0.015558699,0.14801444,0.050541516,0.714285714,0.027142857,0.524285714,0.155714286,0.094285714,0,0.024285714,0.162857143,0.164464023,0.342143906,0.162995595,0.123348018,0.110132159,0.085168869,0.39418526,0.056118999,34.1,23,13.13170732,6081610202
21,9,0,38,0,10,14.72,75,85,15,16,3.68,1432,609800,61078.63806,0.3962,17001.12,0.211111111,0.933216169,0.030653266,0.029648241,0.557537688,0.020100503,0.011306533,0.022361809,0.578459887,0,0.376865672,0,0,0.569029851,0.054104478,16.99,0.763759178,0.186891085,0.465747872,0.230239157,0.166193758,0.114308877,0.012565869,0,0.010944467,0.108040201,0.239949749,0.006030151,0.013316583,0.153015075,0.127135678,0.033668342,0.046733668,0.046733668,0.037939698,0.096231156,0.671641791,0.941176471,0.13700565,0.012241055,0.013653484,0.028248588,0.139359699,0.167137476,0.042843691,0.005649718,0.096045198,0.016007533,0.240583804,0.007062147,0.035971223,0.085431655,0.673684211,0.010576923,0.580769231,0.027884615,0.200961538,0,0.050480769,0.103365385,0.04664723,0.389698737,0.249271137,0.207482993,0.077259475,0.013605442,0.401758794,0.269849246,29.4,23,11.10052696,6081610203
21,9,0,38,0,10,14.72,75,85,15,16,2.32,2128,819600,144009.4766,0.4094,3129.392,0,0.949047225,0.346335697,0.043735225,0.530732861,0.002836879,0,0.055791962,0.592917638,0.007162534,0.372451791,0,0,0.608264463,0.012121212,16.99,0.763759178,0.186891085,0.039137134,0.081972265,0.236979969,0.350693374,0.188906009,0.036671803,0.065639445,0.030732861,0.081323877,0.015839243,0.044208038,0.206855792,0.167375887,0.113475177,0.138061466,0.04822695,0.036879433,0.047044917,0.616528926,0.905660377,0.041030118,0.040157137,0.041466608,0.080750764,0.189436927,0.231340026,0.137494544,0.025752946,0.075512876,0.029681362,0.031427324,0.010475775,0.014122759,0.772949484,0.814476458,0.062750334,0.781931464,0.016911437,0.071206053,0.00400534,0.01023587,0.048064085,0.137226971,0.251661918,0.206552707,0.166666667,0.14957265,0.074074074,0.205673759,0.024822695,43.9,26,15.77442219,6081610304
21,9,0,38,0,10,14.72,75,85,15,16,3.61,1675,594200,83898.79171,0.4341,16131.23,0.093252464,0.94402277,0.031547242,0.054216867,0.56214331,0.005389981,0.022986684,0.019974635,0.58684501,0,0.207134638,0,0,0.788262371,0.004602992,16.99,0.763759178,0.186891085,0.338421734,0.206209573,0.275032342,0.111254851,0.039327296,0.023544631,0.006209573,0.097019658,0.172320862,0.007450856,0.017596703,0.140615092,0.134908053,0.037729867,0.102092581,0.082752061,0.041058973,0.086081167,0.758918297,0.925423729,0.12160804,0.028475712,0.008040201,0.048241206,0.157453936,0.168844221,0.112227806,0.02680067,0.169849246,0.018425461,0.070686767,0.011390285,0.034444444,0.357222222,0.892690513,0.057573681,0.72172721,0.015764222,0.147703907,0.004797807,0.02159013,0.010966415,0.103636364,0.304727273,0.247272727,0.197090909,0.050545455,0.077090909,0.361604312,0.219086874,32.2,25,12.14514877,6081610400
21,9,0,38,0,10,14.72,75,85,15,16,3.76,1373,397000,67061.32841,0.3984,10963.78,0.200211864,0.936373277,0.077799228,0.006177606,0.638610039,0.012934363,0.063513514,0.01969112,0.548637021,0,0.213284133,0,0,0.735793358,0.033948339,16.99,0.763759178,0.186891085,0.393467186,0.234342224,0.247228049,0.06592748,0.039556488,0.005094396,0.014384177,0.076833977,0.214864865,0.002702703,0.032432432,0.134942085,0.118146718,0.025675676,0.115444015,0.079343629,0.051737452,0.078957529,0.696678967,1,0.117780294,0.012835032,0.011702529,0.036617592,0.176670442,0.146470366,0.080785202,0.033220083,0.145715364,0.037750094,0.121177803,0,0.024478042,0.555075594,0.62386511,0.0268587,0.660568315,0.052938887,0.182172051,0,0.028415726,0.023355391,0.0412,0.3712,0.2492,0.1984,0.122,0.0148,0.346718147,0.252123552,30.7,23,11.59694336,6081610500
21,9,0,38,0,10,14.72,75,85,15,16,3.64,1448,548400,70230.12195,0.4275,16743.04,0.237864078,0.916,0.042976589,0.003511706,0.584280936,0.006688963,0,0.015551839,0.536067829,0,0.242682927,0,0.004878049,0.706097561,0.046341463,16.99,0.763759178,0.186891085,0.418171714,0.27729925,0.144484579,0.071408725,0.069185885,0.009169214,0.010280634,0.095652174,0.166889632,0.005183946,0.009531773,0.158528428,0.161538462,0.037625418,0.062541806,0.096822742,0.043812709,0.07541806,0.753658537,0.857142857,0.149479342,0.014108163,0.010077259,0.059119919,0.127981189,0.227410144,0.060127645,0.011756802,0.074571716,0.028888142,0.116560296,0.024857239,0.019138756,0.235047847,0.8956743,0.035130435,0.633391304,0.027130435,0.157217391,0,0.04,0.066434783,0.146359048,0.296322999,0.318312906,0.116077866,0.086157174,0.024152848,0.41270903,0.27090301,31.4,22,11.49208113,6081610601
21,9,0,38,0,10,14.72,75,85,15,16,3.06,1798,751000,157971.9224,0.4643,8821.252,0.105328377,0.878787879,0.067987889,0.009083402,0.786127168,0.005505092,0,0.026699697,0.365615555,0.007588533,0.112984823,0,0,0.849915683,0.029510961,16.99,0.763759178,0.186891085,0.163568773,0.133415944,0.133828996,0.304419661,0.174308137,0.044609665,0.045848823,0.063583815,0.176162951,0.008808148,0.02504817,0.154417836,0.129369667,0.072942472,0.099642169,0.07404349,0.042939719,0.06688687,0.680438449,0.889570552,0.047186933,0.011494253,0.075015124,0.049606776,0.202056866,0.283726558,0.121597096,0.024198427,0.087719298,0,0.047186933,0.006049607,0.035772358,0.726829268,0.822147651,0.058681186,0.767090139,0.012704174,0.09800363,0.004839685,0.030852995,0.027828191,0.060411311,0.285989717,0.392673522,0.149742931,0.086760925,0.018637532,0.232314891,0.165152766,34.1,23,14.69103676,6081610602
21,9,0,38,0,10,14.72,75,85,15,16,2.31,1788,708500,90817.78194,0.4363,11515.77,0.025,0.915319747,0.122330872,0.009778487,0.72939533,0.000199561,0.020355219,0.032528437,0.444154291,0,0.270940571,0,0,0.705662143,0,16.99,0.763759178,0.186891085,0.155635558,0.216006646,0.261423428,0.192190529,0.141235115,0.018000554,0.015508169,0.081420874,0.153262822,0.045100778,0.026142487,0.163639992,0.157254041,0.065655558,0.10955897,0.072839753,0.038315705,0.067850728,0.580252691,1,0.051055662,0.053358925,0.020345489,0.098272553,0.242226488,0.171976967,0.047984645,0.051439539,0.1243762,0.006142035,0.09059501,0.018809981,0.045982143,0.400892857,0.652561247,0.09226541,0.654102866,0.02866117,0.090302316,0,0.042010208,0.03494307,0.115484429,0.337802768,0.185121107,0.133650519,0.137543253,0.079152249,0.247496996,0.213856628,41.9,25,13.81805594,6081610700
21,9,0,38,0,10,14.72,75,85,15,16,2.84,1531,601000,73301.03503,0.3999,16920.78,0.083333333,0.970701249,0.090277778,0.006527778,0.562222222,0.006805556,0.007361111,0.044722222,0.594041898,0,0.204219745,0,0.005573248,0.790207006,0,16.99,0.763759178,0.186891085,0.235172982,0.187808896,0.303130148,0.156507414,0.060749588,0.038714992,0.01791598,0.042777778,0.213194444,0.006805556,0.015,0.181527778,0.081388889,0.054444444,0.122083333,0.06875,0.041944444,0.082083333,0.616242038,0.99127907,0.090796635,0.010390896,0.025482434,0.063334983,0.258782781,0.131123206,0.06308758,0.032409698,0.070509649,0.026224641,0.147699159,0,0.007506914,0.288818649,0.78248974,0.036573146,0.685621242,0.066132265,0.120741483,0,0.012274549,0.078657315,0.092303692,0.291211648,0.256110244,0.14274571,0.145345814,0.05824233,0.297845726,0.117442669,32.8,26,13.1657743,6081610900
21,9,0,38,0,10,14.72,75,85,15,16,2.69,1767,825200,116920.5504,0.4128,11520.65,0.041168659,0.948359333,0.069569488,0.035030283,0.799803569,0,0,0.035685055,0.349384394,0,0.18819352,0,0,0.81180648,0,16.99,0.763759178,0.186891085,0.11795694,0.208199725,0.242556115,0.225606963,0.109940449,0.053366926,0.042372881,0.069078409,0.185791455,0.021280079,0.031429039,0.139302668,0.156490424,0.067114094,0.113275495,0.043706008,0.03257489,0.046979866,0.668442077,1,0.067214974,0.013613159,0.020419739,0.105218378,0.279636982,0.161089053,0.081111741,0.018718094,0.100680658,0.030629609,0.057005105,0.005388542,0.039641944,0.506820119,0.805719092,0.038081395,0.744186047,0.006976744,0.133430233,0.00377907,0.00377907,0.04505814,0.083711091,0.349350257,0.218495014,0.190389846,0.102145663,0.047748565,0.204896484,0.089221163,37.6,24,14.43701328,6081611000
21,9,0,38,0,10,14.72,75,85,15,16,2.72,1921,1009400,194445.6344,0.4233,5009.424,0.008343266,0.962226067,0.093262633,0,0.846225827,0,0,0.047567062,0.272773747,0,0.168172043,0,0,0.831827957,0,16.99,0.763759178,0.186891085,0.040159751,0.136898158,0.255158642,0.332371866,0.134013756,0.052806745,0.048591081,0.061135371,0.060043668,0.035714286,0.045695571,0.170149719,0.146444167,0.11338116,0.13147224,0.084996881,0.045851528,0.047878977,0.72172043,1,0.094396164,0.038657477,0.053341325,0.042553191,0.275696734,0.226850464,0.096793527,0.001498352,0.062331435,0.010488463,0.073419239,0.003596044,0.027603513,0.874529486,0.767575323,0.119133574,0.804452467,0.00631769,0.029482551,0,0.021961492,0.015643803,0.042349727,0.319672131,0.329918033,0.174180328,0.093920765,0.033128415,0.192567038,0.018974439,43.8,24,15.39582871,6081611100
21,9,0,38,0,10,14.72,75,85,15,16,2.82,2613,875600,146577.7256,0.3931,6976.114,0.021303258,0.96445993,0.062171053,0,0.828947368,0,0,0.062828947,0.302912699,0.008458647,0.054511278,0,0,0.937030075,0,16.99,0.763759178,0.186891085,0.024367385,0.112933458,0.329428304,0.335988754,0.150421743,0.031865042,0.014995314,0.049671053,0.145065789,0.019078947,0.045723684,0.123684211,0.172697368,0.067763158,0.127960526,0.072368421,0.047039474,0.053618421,0.75,1,0.066473988,0.062138728,0.044075145,0.028179191,0.326589595,0.203034682,0.078034682,0.019508671,0.101156069,0,0.023121387,0,0.051693405,0.832442068,0.746252677,0.081497797,0.822320117,0.005873715,0.069750367,0,0.020558003,0,0.053557154,0.279776179,0.346123102,0.175059952,0.070343725,0.075139888,0.192434211,0.023026316,39.8,25,15.22961575,6081611200
21,9,0,38,0,10,14.72,75,85,15,16,2.59,2306,904000,151001.5776,0.428,7562.513,0.010108303,0.912598156,0.098139079,0.003721841,0.763565132,0,0,0.041919687,0.396981086,0.003562341,0.161323155,0.005597964,0,0.815267176,0.014249364,16.99,0.763759178,0.186891085,0.103843009,0.090760425,0.28045789,0.294085582,0.114472608,0.066503134,0.049877351,0.048971596,0.107541626,0.023114594,0.047992165,0.134378061,0.186875612,0.091870715,0.126934378,0.042703232,0.048971596,0.060528893,0.704834606,0.988764045,0.038907594,0.018331463,0.016460905,0.099513655,0.215488215,0.228956229,0.101010101,0.023194912,0.099139544,0,0.054994388,0.003741115,0.033923304,0.655850541,0.670914543,0.11657835,0.789174868,0,0.065102195,0.01324754,0.007948524,0.007948524,0.112253642,0.308054841,0.326906598,0.141388175,0.088260497,0.016281063,0.233529412,0.041568627,44.2,22,15.05614609,6081611300
21,9,0,38,0,10,14.72,75,85,15,16,2.2,1886,1249300,139411.7011,0.4281,9186.445,0.012457531,0.981540646,0.194726605,0.004106332,0.746920251,0,0.001080614,0.03998271,0.402401237,0,0.287118977,0,0,0.70747296,0.005408063,16.99,0.763759178,0.186891085,0.05381295,0.047769784,0.08028777,0.336978417,0.239136691,0.148489209,0.09352518,0.070023774,0.26410201,0.023125135,0.033931273,0.169224119,0.104603415,0.066565809,0.089474822,0.032634536,0.010373892,0.058569267,0.434119961,1,0.002893309,0.024954792,0.109584087,0.040506329,0.351537071,0.198553345,0.154068716,0.005063291,0.036889693,0.011573237,0.054249548,0,0.073348519,0.254669704,0.772808587,0.03928047,0.664464023,0.049926579,0.047723935,0,0.11784141,0.026798825,0.068016813,0.322506687,0.309514712,0.218953,0.053114253,0.020252197,0.14250669,0.059099019,34.3,22,16.90618705,6081612600
21,9,0,38,0,10,14.72,75,85,15,16,2.86,2083,2000001,346062.9076,0.5273,4290.884,0.043557169,0.993047509,0.074775201,0.000473261,0.912920019,0,0,0.007098912,0.160912692,0,0.129076087,0.020380435,0,0.850543478,0,16.99,0.763759178,0.186891085,0.000713776,0.040685225,0.125624554,0.379014989,0.264097074,0.121341899,0.068522484,0.038334122,0.048272598,0.033128254,0.065783247,0.11121628,0.194510175,0.087079981,0.123047799,0.097018457,0.047326077,0.098438239,0.748641304,1,0.021003501,0.005834306,0.061843641,0.141190198,0.312718786,0.182030338,0.114352392,0.039673279,0.046674446,0.007001167,0.029171529,0,0.06122449,0.857142857,0.626488095,0.092436975,0.768307323,0.016806723,0.06002401,0,0.048019208,0.014405762,0.169312169,0.28042328,0.182539683,0.216931217,0.084656085,0.060846561,0.211074302,0.025082821,45.3,23,17.05781585,6081612700
21,9,0,38,0,10,14.72,75,85,15,16,2.41,3015,1308600,235082.5694,0.5121,1944.254,0.026737968,0.98015873,0.163265306,0.005173901,0.807990802,0,0,0.023569991,0.31991299,0,0.204861111,0.004166667,0,0.790972222,0,16.99,0.763759178,0.186891085,0.000814001,0.045991046,0.1001221,0.275946276,0.386650387,0.109076109,0.081400081,0.060074734,0.068985341,0.028456453,0.049726933,0.106639839,0.160103478,0.14084507,0.15148031,0.09313021,0.031043403,0.052601322,0.649305556,1,0.024966262,0.006747638,0.114709852,0.142375169,0.231443995,0.261133603,0.079622132,0.006072874,0.035762483,0,0.043859649,0,0.0625,0.607421875,0.744908896,0.099929627,0.78676988,0,0.055594652,0,0.026741731,0.03096411,0.06567631,0.34949179,0.182955434,0.189992181,0.176700547,0.020328382,0.224489796,0.008623168,46.6,25,17.33496133,6081613000
21,9,0,38,0,10,14.72,75,85,15,16,2.35,1772,974300,145508.5755,0.4516,3792.46,0.019586507,0.893796526,0.243814122,0.002112251,0.673808087,0,0,0.056729028,0.482760724,0.004961021,0.27285613,0,0,0.711552091,0.010630758,16.99,0.763759178,0.186891085,0.062204724,0.074015748,0.233464567,0.367322835,0.181496063,0.067322835,0.014173228,0.066385033,0.113458057,0.008449004,0.089921545,0.166867833,0.114061557,0.112251056,0.161436331,0.025648763,0.021726011,0.072420036,0.651311127,0.848214286,0.038867296,0.038312049,0.047751249,0.066074403,0.234869517,0.196557468,0.088839534,0.013881177,0.068295391,0.049972238,0.127151582,0.004441977,0.01809325,0.606819763,0.709862385,0.030165054,0.831531019,0.005122368,0.059760956,0,0.011383039,0.0580535,0.082159624,0.227112676,0.208333333,0.1907277,0.21185446,0.066314554,0.232951116,0.027459264,44.4,29,15.50984252,6081607000
21,9,0,38,0,10,14.72,75,85,15,16,2.83,1552,1364600,221808.6957,0.5377,6332.54,0.039804469,0.943156109,0.139946059,0.050194786,0.663170512,0.002846868,0.025322146,0.064429128,0.530374245,0,0.109168242,0,0,0.881379962,0.004725898,16.99,0.763759178,0.186891085,0.084058586,0.094672044,0.175334324,0.305243048,0.204415198,0.052642751,0.083634048,0.047797423,0.144141444,0.035061432,0.027719509,0.154779742,0.187593647,0.033413245,0.123164519,0.068924183,0.027869344,0.062930776,0.676748582,0.950943396,0.025487256,0.037181409,0.064767616,0.087556222,0.202098951,0.260569715,0.089055472,0.023388306,0.066266867,0.018890555,0.054272864,0.004797601,0.041232442,0.590847304,0.740797546,0.136321484,0.706955178,0.006800618,0.044822257,0,0.050386399,0.05007728,0.104509664,0.341088046,0.253758053,0.171080888,0.07444524,0.027559055,0.1856049,0.047166922,37.6,24,15.68838888,6081613900
21,9,0,38,0,10,14.72,75,85,15,16,2.66,1760,1888200,229199.3878,0.4629,5542.118,0.029294274,0.953271028,0.138420245,0.021855828,0.742331288,0,0,0.05559816,0.424468483,0,0.152040816,0.01122449,0,0.836734694,0,16.99,0.763759178,0.186891085,0.028199566,0.064533623,0.149132321,0.42516269,0.182754881,0.097071584,0.053145336,0.038726994,0.067868098,0.02607362,0.060966258,0.117331288,0.156058282,0.132668712,0.146088957,0.114647239,0.04946319,0.062883436,0.766326531,1,0.062388592,0.027629234,0.013368984,0.117647059,0.221925134,0.245098039,0.041889483,0.026737968,0.05258467,0.126559715,0.043672014,0,0.054054054,0.762548263,0.735443038,0.108938547,0.710428305,0.011173184,0.013035382,0,0,0.121973929,0.089864159,0.295715778,0.146290491,0.201671891,0.140020899,0.098223615,0.27607362,0.03297546,46.4,30,16.3345987,6081605800
21,9,0,38,0,10,14.72,75,85,15,16,2.72,3315,2000001,443547.5862,0.548,1298.994,0.019966722,0.927973199,0.097307083,0.002941842,0.83095723,0.004525911,0.003394433,0.055668703,0.296874658,0,0.16137931,0,0,0.83862069,0,16.99,0.763759178,0.186891085,0.029054054,0.05777027,0.10777027,0.349324324,0.28277027,0.093918919,0.079391892,0.143245078,0.050011315,0.043222449,0.044353926,0.069699027,0.121973297,0.138266576,0.202308215,0.063589047,0.042996153,0.037112469,0.828965517,1,0.009626955,0.013237064,0.039711191,0.209386282,0.188327316,0.250902527,0.083634176,0.025872443,0.077617329,0.006618532,0.045126354,0.008423586,0.008207934,0.890560876,0.569892473,0.147412756,0.682912154,0.03188929,0.071600481,0,0.009025271,0.051744886,0.088214538,0.297812279,0.242060692,0.169371912,0.119266055,0.083274524,0.255487667,0.012219959,49.8,25,16.75304054,6081611400
21,9,0,38,0,10,14.72,75,85,15,16,2.85,2313,2000001,445655.508,0.5401,1648.415,0.025925926,0.978685613,0.179939895,0,0.767843727,0.003756574,0.001878287,0.041322314,0.376284813,0.011764706,0.162566845,0.007486631,0,0.816042781,0,16.99,0.763759178,0.186891085,0.012532637,0.064751958,0.106527415,0.40156658,0.257441253,0.107571802,0.049608355,0.040195342,0.049962434,0.037941397,0.069496619,0.100300526,0.193839219,0.101051841,0.166791886,0.083020285,0.054094666,0.052216379,0.86631016,1,0.011796733,0.024500907,0.070780399,0.18784029,0.198729583,0.175136116,0.076225045,0.093466425,0.068965517,0.004537205,0.028130672,0.017241379,0.097490347,0.878378378,0.605494505,0.130434783,0.74653099,0.010175763,0.083256244,0,0,0.02960222,0.10212766,0.374468085,0.227659574,0.191489362,0.071276596,0.026595745,0.200601052,0.012021037,49.1,21,16.72845953,6081611500
21,9,0,38,0,10,14.72,75,85,15,16,2.53,1882,1266700,171926.347,0.5096,11384.51,0.013888889,0.955270323,0.171047142,0.014184397,0.716312057,0.010012516,0.001460159,0.069461827,0.45220437,0,0.239762931,0.005926724,0,0.742456897,0.011853448,16.99,0.763759178,0.186891085,0.034925373,0.084477612,0.271044776,0.298208955,0.196716418,0.068358209,0.046268657,0.06090947,0.09824781,0.026074259,0.041718815,0.191072174,0.157071339,0.058406341,0.126199416,0.054025866,0.034626617,0.07113058,0.620689655,1,0.066368078,0.02728013,0.036644951,0.088355049,0.219055375,0.188925081,0.067589577,0.021172638,0.135586319,0.050081433,0.057410423,0.002035831,0.068740592,0.50526844,0.717974181,0.0747782,0.726658217,0.021123785,0.06294888,0,0,0.111111111,0.113242009,0.212328767,0.189954338,0.219634703,0.154794521,0.106849315,0.206066946,0.044351464,40.3,28,15.80716418,6081605300
21,9,0,38,0,10,14.72,75,85,15,16,2.82,2333,1089900,184787.3548,0.4331,7017.659,0.043103448,0.911190053,0.122954445,0.049535604,0.773551526,0,0,0.053958425,0.381134954,0.018064516,0.064516129,0,0,0.917419355,0,16.99,0.763759178,0.186891085,0.006613757,0.066137566,0.23478836,0.314814815,0.240079365,0.068783069,0.068783069,0.026536931,0.068111455,0.015479876,0.032728881,0.17470146,0.171605484,0.061477222,0.144626272,0.064573198,0.042459089,0.137992039,0.748387097,1,0.048732943,0.04288499,0.03411306,0.064327485,0.273879142,0.260233918,0.124756335,0.014619883,0.027290448,0,0.027290448,0,0,0.84516129,0.775572519,0.080550098,0.821218075,0.011787819,0.031434185,0.006876228,0.037328094,0.010805501,0.039529915,0.451923077,0.295940171,0.115384615,0.071581197,0.008547009,0.147722247,0.0446705,41.1,21,16.38095238,6081611600
21,9,0,38,0,10,14.72,75,85,15,16,5.01,1667,399400,77276.39383,0.3858,2802.882,0.184285714,0.897400821,0.012652296,0.21180881,0.382380506,0.021321462,0.145970009,0.024133083,0.745721303,0.011862396,0.213523132,0,0,0.737841044,0.036773428,16.99,0.763759178,0.186891085,0.37469976,0.271417134,0.261409127,0.074059247,0.014811849,0.002001601,0.001601281,0.131208997,0.164245548,0.008669166,0.02366448,0.13284911,0.124648547,0.044517338,0.086691659,0.071227741,0.071462043,0.075445173,0.830367734,0.988789238,0.090955285,0.011686992,0.014735772,0.026422764,0.210365854,0.206300813,0.046747967,0.020833333,0.152439024,0.054878049,0.099593496,0.00304878,0.032146958,0.599311137,0.816091954,0.016087182,0.752464971,0.052932019,0.127659574,0.004670472,0.012454593,0.017125065,0.064873418,0.304324895,0.311181435,0.133966245,0.148206751,0.010021097,0.429709466,0.13683224,29.7,25,11.44155324,6081611800
21,9,0,38,0,10,14.72,75,85,15,16,4.06,1840,435400,82183.22607,0.4544,8084.539,0.144773617,0.881757368,0.041396264,0.110816126,0.497345133,0,0.035988201,0.028908555,0.65498674,0,0.202333065,0,0,0.771118262,0.026548673,16.99,0.763759178,0.186891085,0.354275457,0.233681462,0.242167102,0.108191906,0.047976501,0,0.013707572,0.11927237,0.184660767,0.013569322,0.016519174,0.12114061,0.135004916,0.032546706,0.099115044,0.074729597,0.052212389,0.081120944,0.719629928,1,0.060282961,0.02358007,0.029936436,0.054951815,0.186590117,0.193561616,0.079147017,0.002050441,0.100266557,0.027270863,0.122821407,0.019274144,0.035686579,0.460822343,0.741582492,0.013865188,0.715230375,0.020264505,0.152730375,0,0.017064846,0.033916382,0.104910231,0.291369241,0.254596582,0.211334631,0.100584036,0.023577763,0.342182891,0.231366765,30.4,24,11.91122715,6081611900
