,population_density,average_household_income,employ_rate,gini_index,poverty_family_below_poverty_level_rate,housing_unit_median_value,housing_unit_median_gross_rent,age_median,voting_2016_dem_percentage,voting_2016_gop_percentage,number_of_years_of_education,diversity,occupancy_vacant_rate,occupancy_owner_rate,mortgage_with_rate,dropout_16_19_inschool_rate,health_insurance_none_rate,education_less_than_high_school_rate,race_white_rate,race_black_africa_rate,race_indian_alaska_rate,race_asian_rate,race_islander_rate,race_other_rate,race_two_more_rate,average_household_size,household_type_family_rate,fips
807,12930.68,86341.04972380001,0.878629500581,0.4028,0.0592538405267,353400.0,1066.0,39.9,0.7931424750689999,0.148711258246,12.904594467899999,0.685022400694,0.011469142545100001,0.575095576188,0.7739791073119999,1.0,0.10239126945900001,0.167369901547,0.442786069652,0.0550473439255,0.0178141550313,0.31567966618500004,0.00112341518215,0.114427860697,0.053121489327600004,3.44,0.755248618785,6001436100
808,40622.88,115549.29835299999,0.9314966492929999,0.4902,0.0127877237852,773700.0,1673.0,35.0,0.8553169356270001,0.09442505372369996,15.729427254800001,0.507891707672,0.076099210823,0.166854565953,0.898648648649,1.0,0.0616341532372,0.0312705727452,0.6776278808319999,0.12928611579500002,0.00562113546936,0.114390106802,0.0219224283305,0.0,0.051152332771199994,2.17,0.238560097621,6075016801
809,31165.84,75965.8319871,0.906044284859,0.4205,0.0635696821516,358100.0,1377.0,37.8,0.7931424750689999,0.148711258246,15.4226339509,0.6021122762960001,0.06283118849359999,0.23164269492800002,0.748366013072,1.0,0.08246013667430001,0.0630946419629,0.5785876993169999,0.191343963554,0.0,0.152619589977,0.0,0.0282460136674,0.0492027334852,1.76,0.330371567044,6001403502
810,4819.648,77326.9110416,0.9359799713879999,0.3948,0.0667244367418,213200.0,1397.0,36.1,0.689128114392,0.254389718539,13.847820126099998,0.7038069460899999,0.11581027667999999,0.166007905138,0.77380952381,1.0,0.20901639344300002,0.10638881272299999,0.40457860615900004,0.27471636953,0.003849270664510001,0.227512155592,0.0,0.019448946515400002,0.0698946515397,2.21,0.515869468038,6013365003
811,2759.797,51433.2080201,0.8402408784980001,0.4926,0.332781456954,212300.0,1082.0,27.1,0.689128114392,0.254389718539,11.8334825425,0.741205382091,0.107881498044,0.289547233091,0.812741312741,0.9592476489030001,0.275380914194,0.321695016413,0.390056134723,0.20866078588599998,0.011708099438700001,0.0822774659182,0.0,0.220689655172,0.0866078588613,3.82,0.7568922305760001,6013365002
812,9163.58,97387.1296746,0.9363040629100001,0.3977,0.09325396825400001,490900.0,1621.0,35.9,0.7931424750689999,0.148711258246,13.3653144452,0.730674806416,0.019056693663599997,0.421152929967,0.763574660633,0.9825870646770001,0.0790155440415,0.166988624168,0.30310880829,0.0831894070236,0.000287852619459,0.321531375936,0.00115141047784,0.256908462867,0.0338226827864,3.34,0.7343370568240001,6001444500
813,11627.07,133995.93721099998,0.9517409896150001,0.4294,0.0462287104623,960800.0,1789.0,39.5,0.733480189578,0.20852979907400002,15.660807600899998,0.36123028717699995,0.025641025641,0.438596491228,0.735384615385,0.9034482758619999,0.11073619631899999,0.0484560570071,0.20168711656399999,0.0,0.00736196319018,0.773159509202,0.0,0.0016871165644200001,0.0161042944785,3.01,0.7590027700830001,6085507905
814,6639.312,186527.1809,0.971335504886,0.3383,0.006869479882239999,1160300.0,3078.0,46.0,0.733480189578,0.20852979907400002,16.8615711253,0.4779289988600001,0.0345744680851,0.880319148936,0.7029204431020001,1.0,0.017699115044200003,0.024628450106200003,0.259383582545,0.0100701861459,0.0173939578883,0.673481843149,0.0,0.023191943851099996,0.0164784864205,3.01,0.9357208448119999,6085507904
815,8573.335,173493.337371,0.920878210439,0.4112,0.044935805991400006,1067900.0,2400.0,45.4,0.733480189578,0.20852979907400002,16.4186861314,0.42563385773100004,0.0125598086124,0.798444976077,0.661423220974,0.894594594595,0.050050251256300006,0.04642335766419999,0.229949748744,0.006231155778890001,0.00281407035176,0.721407035176,0.006231155778890001,0.00221105527638,0.0311557788945,3.01,0.849182313749,6085507903
816,12707.73,112108.29787200001,0.918235294118,0.38,0.044384667115000005,597500.0,1866.0,34.0,0.733480189578,0.20852979907400002,14.4781558727,0.40434102804399996,0.0,0.5010638297869999,0.708067940552,1.0,0.0668165756505,0.10472008781600001,0.0965306778028,0.00497911982011,0.0181496948281,0.759556697719,0.0,0.09010600706710001,0.030677802762599998,3.28,0.7909574468089999,6085504323
